FileName,SetNum,RepNum,Model,AgentStepTime,NumAgents,Neighbors,FractionInformed,AvoidRadius,AlignRadius,AttractRadius,AlignYIntercept,ObstacleRadius,ObsVisibility,TurnRate,AvoidWeight,AlignWeight,AttractWeight,ObstacleWeight,MeanGoalTime,MedianGoalTime,NumSucceed,SuccessRate,NumMovedBackwards,NumEscaped
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep1.mat,1,1,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep10.mat,1,2,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep11.mat,1,3,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep12.mat,1,4,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep13.mat,1,5,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,256.129999999912,256.129999999912,1,0.1,0,1
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep14.mat,1,6,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep15.mat,1,7,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep16.mat,1,8,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep17.mat,1,9,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep18.mat,1,10,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep19.mat,1,11,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep2.mat,1,12,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep20.mat,1,13,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep21.mat,1,14,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep22.mat,1,15,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep23.mat,1,16,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep24.mat,1,17,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep25.mat,1,18,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep26.mat,1,19,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep27.mat,1,20,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep28.mat,1,21,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep29.mat,1,22,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep3.mat,1,23,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep30.mat,1,24,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep31.mat,1,25,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep32.mat,1,26,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep33.mat,1,27,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep34.mat,1,28,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep35.mat,1,29,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep36.mat,1,30,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep37.mat,1,31,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep38.mat,1,32,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep39.mat,1,33,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep4.mat,1,34,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep40.mat,1,35,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep41.mat,1,36,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep42.mat,1,37,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep43.mat,1,38,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep44.mat,1,39,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep45.mat,1,40,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep46.mat,1,41,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep47.mat,1,42,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep48.mat,1,43,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep49.mat,1,44,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep5.mat,1,45,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep50.mat,1,46,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep6.mat,1,47,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,294.129999999877,294.129999999877,1,0.1,0,1
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep7.mat,1,48,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep8.mat,1,49,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,NaN,NaN,0,0,0,0
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep9.mat,1,50,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,191.709999999971,191.709999999971,1,0.1,0,1
