FileName,SetNum,RepNum,Model,AgentStepTime,NumAgents,Neighbors,FractionInformed,AvoidRadius,AlignRadius,AttractRadius,AlignYIntercept,ObstacleRadius,ObsVisibility,TurnRate,AvoidWeight,AlignWeight,AttractWeight,ObstacleWeight,Agent,GoalReachTimes,minimumYs,extremeXs,maximumYs
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep15.mat,1,7,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,5,NaN,15.707140405528,6.51136052014531,23.1430481829216
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep15.mat,1,7,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,6,NaN,17.4171253183924,5.50172746574387,23.1772082242781
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep15.mat,1,7,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,7,NaN,17.59297761509,6.52861264316575,23.2792684831994
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep15.mat,1,7,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,8,NaN,15.0907831661021,6.63748803187179,23.2448260331895
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep15.mat,1,7,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,9,NaN,16.4678109693173,6.58564457032641,23.3042763536197
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep15.mat,1,7,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,10,NaN,16.7426635904983,6.71930631581616,23.2435142446627
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep16.mat,1,8,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,1,NaN,16.2255124449029,6.39970383038711,23.1864147999307
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep16.mat,1,8,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,2,NaN,18.4997887635059,6.07289929418039,23.2968284616362
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep16.mat,1,8,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,3,NaN,17.3047210175291,5.93989979560802,23.3159474088199
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep16.mat,1,8,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,4,NaN,17.5043911164458,6.13660560957356,23.2464383055842
