ID,Time,X,Y,Speed,Orientation
1,0,0,0.5,1,0
1,0.1,0.0993347206492224,0.49003328337696,1,-0.2
1,0.2,0.194709279454998,0.460530475047809,1,-0.4
1,0.3,0.282321393729566,0.412667758879134,1,-0.6
1,0.4,0.358678244952812,0.348353270325046,1,-0.8
1,0.5,0.420735726424445,0.27015102508809,1,-1
1,0.6,0.466019802191897,0.181178699904409,1,-1.2
1,0.7,0.492725139056485,0.0849833406106677,1,-1.4
1,0.8,0.499787079510981,-0.014600047380102,1,-1.53333333333333
1,0.9,0.513467308503154,-0.113491773532621,1,-1.33333333333333
1,1,0.546521596771488,-0.207694407220734,1,-1.13333333333333
1,1.1,0.597632174151561,-0.293452386712899,1,-0.933333333333333
1,1.2,0.664761423211985,-0.367346811991716,1,-0.733333333333333
1,1.3,0.745233112631314,-0.426431745508663,1,-0.533333333333333
1,1.4,0.835839090095502,-0.468351657417707,1,-0.333333333333333
1,1.5,0.932967181206747,-0.491435333116968,1,-0.133333333333334
1,1.6,1.03098005344471,-0.507922520656311,1,-0.266666666666667
1,1.7,1.12417734998889,-0.543713386579878,1,-0.466666666666667
1,1.8,1.20840635809539,-0.597306262599904,1,-0.666666666666667
1,1.9,1.28030913301101,-0.666564569871572,1,-0.866666666666667
1,2,1.33701913800219,-0.748727198241187,1,-1
1,2.1,1.39907661947382,-0.826929443478143,1,-0.8
1,2.2,1.47543347069707,-0.891243932032231,1,-0.6
1,2.3,1.56304558497164,-0.939106648200906,1,-0.4
1,2.4,1.65842014377741,-0.968609456530057,1,-0.2
1,2.5,1.75775486442664,-0.978576173153097,1,-2.22044604925031e-16
1,2.6,1.85708958507586,-0.968609456530057,1,0.2
1,2.7,1.95246414388163,-0.939106648200906,1,0.4
1,2.8,2.0400762581562,-0.891243932032231,1,0.6
1,2.9,2.11643310937945,-0.826929443478142,1,0.8
1,3,2.17849059085108,-0.748727198241187,1,1
1,3.1,2.22511891004958,-0.660407392246626,1,1.14960899389607
1,3.2,2.26245424497858,-0.567668899871243,1,1.21656964270015
1,3.3,2.29535096587904,-0.473239493833547,1,1.2490696801636
1,3.4,2.32629662447144,-0.37814918638942,1,1.26115771332581
1,3.5,2.35644436454553,-0.282802031460319,1,1.26758796760637
1,3.6,2.38610213724691,-0.187301218858211,1,1.2718182430924
1,3.7,2.41561377777356,-0.0917673779544305,1,1.26330432421362
1,3.8,2.44587271632376,0.00354418362744803,1,1.26762807612909
1,3.9,2.47518574350006,0.0991509656777915,1,1.27979704277349
1,4,2.50328328429057,0.195121943782926,1,1.29258832482791
1,4.1,2.53018087082846,0.291436101212679,1,1.3044909920469
1,4.2,2.5560875371923,0.388021726206885,1,1.31260300525582
1,4.3,2.58180770540458,0.48465709671674,1,1.30595507087258
1,4.4,2.60861215056366,0.580997135354318,1,1.29253183001272
1,4.5,2.63651559211677,0.677024997919125,1,1.28462057972962
1,4.6,2.6646444932982,0.772986786133965,1,1.29056721437339
1,4.7,2.69118137163314,0.869398145542738,1,1.31687255330834
1,4.8,2.71467910560704,0.96659339627068,1,1.35076061987793
1,4.9,2.73482217914185,1.06453913346108,1,1.38543955178381
1,5,2.75155874703475,1.16312360670967,1,1.4200745442891
1,5.1,2.76508000023294,1.26220146705334,1,1.44891291677436
1,5.2,2.77596525000379,1.36160450133869,1,1.47422323830311
1,5.3,2.78441086736008,1.46124491620415,1,1.49809097474627
1,5.4,2.79062978678221,1.56104984013227,1,1.5184551999705
1,5.5,2.79506827136982,1.66095032566955,1,1.53375220188433
1,5.6,2.79838589372831,1.76089498133521,1,1.53970553226491
1,5.7,2.80135067749093,1.86085093535136,1,1.54282153950125
1,5.8,2.80368962907851,1.96082233655627,1,1.5544001773145
1,5.9,2.80390420860265,2.06081785628754,1,1.58616088674795
1,6,2.80013539836077,2.16073798206756,1,1.63277843079739
1,6.1,2.79199261712176,2.26040029786932,1,1.66864038630752
1,6.2,2.78118846074889,2.35981322757619,1,1.68715305326954
1,6.3,2.76907945007679,2.45907689878507,1,1.69597379836847
1,6.4,2.75630628771253,2.55825762898503,1,1.70129115013517
1,6.5,2.74309259794895,2.65738070652237,1,1.70515174325065
1,6.6,2.72952435958145,2.75645589049686,1,1.70863235335821
1,6.7,2.71546576167562,2.8554620411125,1,1.71657613037806
1,6.8,2.70018527610163,2.95428662890711,1,1.73266814892637
1,6.9,2.6831442467584,3.05282243065895,1,1.75169279452511
1,7,2.66434916059111,3.15103959182354,1,1.76546427724099
1,7.1,2.64483861723156,3.24911755729925,1,1.76797791130021
1,7.2,2.62534980776448,3.34720003169331,1,1.76501776355144
1,7.3,2.60624099410024,3.44535724685466,1,1.76139306633508
1,7.4,2.58734249609102,3.54355519248071,1,1.76103899406446
1,7.5,2.5679940342177,3.64166468919558,1,1.7721257485197
1,7.6,2.54698457239744,3.73943078290204,1,1.79403928019704
1,7.7,2.52356351747988,3.83664630490337,1,1.82088316841615
1,7.8,2.49743421143575,3.93316868340192,1,1.84956367704986
1,7.9,2.46852676160805,4.028895646261,1,1.87768395613681
1,8,2.43710347766042,4.12382718136849,1,1.90279453512727
1,8.1,2.4033868660206,4.2179688081373,1,1.92711455070025
1,8.2,2.36731819972621,4.31123470411899,1,1.95237221067975
1,8.3,2.32893070540913,4.40357003055771,1,1.97708151921349
1,8.4,2.28810318620377,4.49485234845142,1,2.00568112685061
1,8.5,2.24479399107221,4.58498454032645,1,2.03206844978692
1,8.6,2.19924051797255,4.67400327164513,1,2.05426802619281
1,8.7,2.15167504616134,4.7619623867368,1,2.07975343558298
1,8.8,2.10206817141537,4.84878855008218,1,2.09926370882996
1,8.9,2.05109678243375,4.93482200637929,1,2.11158163653659
1,9,1.9991274151426,5.02025424861455,1,2.12386605583464
1,9.1,1.94566144810342,5.10475801801049,1,2.14688557553003
1,9.2,1.89003836964386,5.18785736400347,1,2.174635443087
1,9.3,1.83214479020335,5.26939141881619,1,2.20004804243423
1,9.4,1.77239492459715,5.34957590429785,1,2.21799669167133
1,9.5,1.71163175344635,5.42899574341369,1,2.22776641561367
1,9.6,1.65036810793863,5.50803210572564,1,2.23065192275704
1,9.7,1.5891690649664,5.58711849389529,1,2.22750224514393
1,9.8,1.52818733878462,5.66637265508725,1,2.22859266925977
1,9.9,1.46652257233314,5.74509479958415,1,2.24484054939514
1,10,1.40340324935704,5.82265564809647,1,2.26304470126921
1,10.1,1.33901686833755,5.89916806284418,1,2.27952252594098
1,10.2,1.27313815118585,5.97439845568749,1,2.29695397311287
1,10.3,1.20619037301097,6.04868076343517,1,2.31421944277382
1,10.4,1.13813187675559,6.12194265857204,1,2.32014766534498
1,10.5,1.06975751500249,6.19491337943721,1,2.32780117837696
1,10.6,1.00068549016196,6.26722432639366,1,2.3380261744599
1,10.7,0.930609809758073,6.33855831836579,1,2.3532310782435
1,10.8,0.859472380581917,6.40883757137514,1,2.37015379802373
1,10.9,0.787325614123172,6.47808054316691,1,2.38017687709049
1,11,0.71454156479485,6.54665424835924,1,2.38839507161251
1,11.1,0.641409155120016,6.61485709459055,1,2.39268145915505
1,11.2,0.567986254681066,6.6827466907271,1,2.39549455824193
1,11.3,0.494625855866246,6.75070413685082,1,2.39080473966588
1,11.4,0.42189917322912,6.81933902831626,1,2.37953978474216
1,11.5,0.34939191622048,6.88820550730993,1,2.3879000902634
1,11.6,0.275887298436339,6.9560054549066,1,2.40517865075628
1,11.7,0.201362198039895,7.02268270462858,1,2.41688334663474
1,11.8,0.126205438859276,7.08864800077832,1,2.42977845330637
1,11.9,0.0502154420932823,7.15365102875431,1,2.43859129089394
1,12,-0.0269755184521911,7.21683683169221,1,2.48760705650001
1,12.1,-0.111877351011052,7.26935731336222,1,2.68760705650001
1,12.2,-0.205521008445879,7.30396349184139,1,2.88760705650001
1,12.3,-0.300836966648017,7.33212762842145,1,2.75427372316668
1,12.4,-0.389231523189501,7.37857806094671,1,2.58149083588684
1,12.5,-0.474171925384555,7.4306419734949,1,2.65177200313314
1,12.6,-0.563400031094609,7.47442458336057,1,2.71843866979981
1,12.7,-0.658065979048874,7.5061275873921,1,2.85177200313314
1,12.8,-0.752311696412527,7.53768856386467,1,2.78510533646648
1,12.9,-0.846568237579743,7.56922070972324,1,2.78784496146634
1,13,-0.940910811170849,7.60049450999535,1,2.79400175692684
1,13.1,-1.03090992413506,7.64370193797201,1,2.66066842359351
1,13.2,-1.12050862075206,7.68671849341091,1,2.72733509026017
1,13.3,-1.2127873129519,7.72364023146776,1,2.74471985039123
1,13.4,-1.3056939040416,7.75895222811686,1,2.75829032422476
1,13.5,-1.39658204500804,7.79917282369867,1,2.70884333209558
1,13.6,-1.48816225159177,7.83779454734397,1,2.74372360852173
1,13.7,-1.58359946295851,7.86709404995483,1,2.87705694185507
1,13.8,-1.6768728165643,7.90268623552741,1,2.67705694185507
1,13.9,-1.76494428907534,7.94891867756255,1,2.7061199533421
1,14,-1.85921252386481,7.9817854096237,1,2.9061199533421
1,14.1,-1.95658627897223,8.00170835096113,1,2.9061199533421
1,14.2,-2.0508545137617,8.03457508302228,1,2.7061199533421
1,14.3,-2.13758420042987,8.08410911754545,1,2.56395137620081
1,14.4,-2.22391207032096,8.13384703164019,1,2.71893828777008
1,14.5,-2.31859384584992,8.1655027349081,1,2.91893828777008
1,14.6,-2.41767730696061,8.1777170666962,1,3.11893828777009
1,14.7,-2.51691153269073,8.18327754518598,1,2.98560495443675
1,14.8,-2.61349179951053,8.20855548473256,1,2.78560495443675
1,14.9,-2.703124939766,8.25251708541595,1,2.5977953719849
1,15,-2.79029964192064,8.30045599666243,1,2.67217600260627
1,15.1,-2.88339816187087,8.33650301803426,1,2.80550933593961
1,15.2,-2.97827842037257,8.36610552336579,1,2.82793477688812
1,15.3,-3.07584186435907,8.3872738148461,1,3.02793477688811
1,15.4,-3.17491496700477,8.39521686888139,1,3.02793477688811
1,15.5,-3.27247841099128,8.4163851603617,1,2.82793477688812
1,15.6,-3.36389159135907,8.45651435947842,1,2.62793477688811
1,15.7,-3.44949134861707,8.50716054458652,1,2.65391660995816
1,15.8,-3.54191618907968,8.5449013849609,1,2.85391660995816
1,15.9,-3.63999663368021,8.56352794002792,1,3.05391660995816
1,16,-3.73924265016387,8.56889450199804,1,3.05391660995816
1,16.1,-3.8373230947644,8.58752105706506,1,2.85391660995816
1,16.2,-3.92974793522701,8.62526189743943,1,2.65391660995816
1,16.3,-4.01662014068085,8.67369072412072,1,2.67934688641637
1,16.4,-4.10997475379173,8.70906922575124,1,2.87934688641638
1,16.5,-4.20849711323247,8.72519581426004,1,3.07934688641637
1,16.6,-4.30743348570819,8.73467973110053,1,2.94601355308304
1,16.7,-4.40293754102403,8.76376061115827,1,2.74601355308304
1,16.8,-4.49076039470738,8.81123553651488,1,2.55805981583499
1,16.9,-4.57397686171894,8.86593342283784,1,2.61779473221709
1,17,-4.66497843765373,8.90698747676785,1,2.81779473221709
1,17.1,-4.76232222217899,8.92914396071729,1,3.01779473221709
1,17.2,-4.86048784832841,8.94469581976966,1,2.88446139888376
1,17.3,-4.95402218344467,8.97959639743051,1,2.68586655812761
1,17.4,-5.0447446983134,9.02023112762065,1,2.82050127166984
1,17.5,-5.14214809362468,9.04212406594644,1,3.02050127166984
1,17.6,-5.24195936134385,9.04422953572662,1,3.15383460500317
1,17.7,-5.34140864768159,9.05297948507603,1,2.95383460500318
1,17.8,-5.43713722282963,9.08131254115597,1,2.75383460500317
1,17.9,-5.52609820269324,9.12670671327898,1,2.65235648641377
1,18,-5.61846405032575,9.16459170183423,1,2.85235648641377
1,18.1,-5.7165153158478,9.18337125178167,1,3.05235648641377
1,18.2,-5.81575283905351,9.18889264320491,1,3.05235648641377
1,18.3,-5.91380410457555,9.20767219315235,1,2.85235648641377
1,18.4,-6.00616995220806,9.2455571817076,1,2.71902315308043
1,18.5,-6.10085441386715,9.27720484966326,1,2.91902315308043
1,18.6,-6.19993891119409,9.28941077265871,1,3.11902315308043
1,18.7,-6.29917360845859,9.29496282958511,1,2.9856898197471
1,18.8,-6.39575602015078,9.32023257272636,1,2.7856898197471
1,18.9,-6.48564749289884,9.36370480741312,1,2.61570821421596
1,19,-6.57410004960102,9.40942913498399,1,2.76452878411776
1,19.1,-6.67012614378082,9.43673685190203,1,2.96452878411777
1,19.2,-6.76966331513272,9.44442279270098,1,3.16452878411777
1,19.3,-6.86874333074263,9.43218054317559,1,3.2978621174511
1,19.4,-6.9684187956225,9.4265659311956,1,3.0978621174511
1,19.5,-7.06722283858678,9.44086569555085,1,2.8978621174511
1,19.6,-7.16121645423668,9.47450974976199,1,2.6978621174511
1,19.7,-7.24794085732278,9.52407114296833,1,2.56677615984854
1,19.8,-7.33041542808502,9.58059360931695,1,2.52455143485718
1,19.9,-7.41131987211727,9.63936067049065,1,2.50532196405411
1,20,-7.49514923912143,9.69334070918423,1,2.66954258214591
1,20.1,-7.58815250940333,9.72963277282872,1,2.86954258214591
1,20.2,-7.68651202623397,9.74672451397891,1,3.06954258214591
1,20.3,-7.78630650606873,9.74393453885126,1,3.20287591547924
1,20.4,-7.88606516311186,9.74779879966728,1,3.00287591547924
1,20.5,-7.98306757861982,9.7714050181769,1,2.80287591547925
1,20.6,-8.07344657239514,9.81381208894187,1,2.61039326882497
1,20.7,-8.15640509159543,9.8695415780867,1,2.51066434953898
1,20.8,-8.23589273405548,9.9302079781991,1,2.47700196681588
1,20.9,-8.31641155615078,9.98904259441765,1,2.57859006796535
1,21,-8.40573410794448,10.0336318746065,1,2.77859006796535
1,21.1,-8.50213467806075,10.0595866862599,1,2.97859006796535
1,21.2,-8.60177007997863,10.0658722929423,1,3.11192340129869
1,21.3,-8.70076542177041,10.0787813777368,1,2.91192340129869
1,21.4,-8.79522280838522,10.1111004785999,1,2.71192340129869
1,21.5,-8.88192529414471,10.1606504968714,1,2.55265322010132
1,21.6,-8.96266668695299,10.2195886018975,1,2.48628592514509
1,21.7,-9.04103405826385,10.2817000264536,1,2.46178661877179
1,21.8,-9.11644623017561,10.3469498101336,1,2.36352631412984
1,21.9,-9.18020390874211,10.4237722065458,1,2.2301929807965
1,22,-9.24293968340521,10.5010553433169,1,2.322519363925
1,22.1,-9.31485897809727,10.5704692961244,1,2.414766084277
1,22.2,-9.39107055122783,10.6351960379348,1,2.45850998556767
1,22.3,-9.46937535086708,10.6973894298549,1,2.47469511177986
1,22.4,-9.54808432626885,10.7590731209282,1,2.4822203986791
1,22.5,-9.62748153875927,10.8198664991704,1,2.49010192682551
1,22.6,-9.70703893311449,10.8804511142338,1,2.49121372483708
1,22.7,-9.78650204549037,10.9411602323643,1,2.49396293278925
1,22.8,-9.86671404526227,11.0008744060867,1,2.50747842534154
1,22.9,-9.94788253507854,11.0592806902299,1,2.51932597437076
1,23,-10.0292338836417,11.1174352160294,1,2.526421826757
1,23.1,-10.1111458111702,11.1747969339235,1,2.53323826363394
1,23.2,-10.1933275053428,11.231771975345,1,2.5361401776831
1,23.3,-10.2756047813921,11.2886079057693,1,2.53913844437002
1,23.4,-10.3583161285388,11.344810294458,1,2.54407404342715
1,23.5,-10.4410830493089,11.4009316198052,1,2.54890572700125
1,23.6,-10.5237734805205,11.4571645665226,1,2.54036249332555
1,23.7,-10.6060180663856,11.5140485648313,1,2.53582501479844
1,23.8,-10.6883287739225,11.5708368716289,1,2.53752703946597
1,23.9,-10.7710299769445,11.6270535121905,1,2.55205076199969
1,24,-10.8543802044697,11.682304539755,1,2.55852753088994
1,24.1,-10.9379676110312,11.7371965928235,1,2.56247816935726
1,24.2,-11.0215381861908,11.792114039182,1,2.55705054658451
1,24.3,-11.1046664366401,11.8476961530753,1,2.54969447450006
1,24.4,-11.1874108535289,11.9038504207371,1,2.5446350796106
1,24.5,-11.2699976040938,11.9602363182687,1,2.54424175516219
1,24.6,-11.3527902861315,12.0163194818079,1,2.54952204866364
1,24.7,-11.4359606126188,12.071840911449,1,2.5587817367701
1,24.8,-11.5196800471204,12.1265311317606,1,2.56837676244301
1,24.9,-11.6037819079783,12.1806296287327,1,2.57229171052852
1,25,-11.6879958696022,12.2345554785382,1,2.57018402136224
1,25.1,-11.771954823296,12.2888773384558,1,2.56500510165876
1,25.2,-11.8556211464655,12.3436488089426,1,2.55823293686225
1,25.3,-11.9389427027453,12.3989419091493,1,2.55361656776048
1,25.4,-12.0220526356772,12.4545541638548,1,2.55374619701866
1,25.5,-12.105502368282,12.5096542021223,1,2.5617713357077
1,25.6,-12.1891590956008,12.5644403187685,1,2.56042001876074
1,25.7,-12.2727000532091,12.6194025925128,1,2.56427409065027
1,25.8,-12.3569190678848,12.6733181069926,1,2.57794045797267
1,25.9,-12.4416162922803,12.7264810126449,1,2.58289889983899
